Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0091751,0.00028751,-0.049915,0,0,0,11.62,0.178,-0.000264,-0.00412,0.126,-0.00049,0.25526,0,0,0,0,0,0,../meshes/base_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,../meshes/base_link.STL,,轮腿躯干urdf_v-1;urdf新电池-1,坐标系8,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
L_link1,-0.0033671,0.095035,-0.0074867,0,0,0,0.161,0.000945,-2.2e-05,0,7.8e-05,0,0.001,0,0,0,0,0,0,../meshes/L_link1.STL,1,1,1,1,0,0,0,0,0,0,../meshes/L_link1.STL,,大腿摇杆urdf-2,l_1,1l,L_joint1,continuous,0,0.1838,-0.00083697,3.14159265359,1.56619265359,-1.57079265359,base_link,0,0,1,100,1,-3.14,3.14,,,,,,,,
L_link2,-8.3417e-05,0.15963,0.011927,0,0,0,0.45,0.0049,-8.4e-05,0,0.000167,0.000191,0.00496,0,0,0,0,0,0,../meshes/L_link2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,../meshes/L_link2.STL,,小腿大杆urdf-2,l_2,2l,L_joint2,continuous,0,0.21,0,0,0,-2.3573,L_link1,0,0,1,100,1,-3.14,3.14,,,,,,,,
L_link3,0,0,0.020472,0,0,0,0.2,0.000296,0,0,0.000296,0,0.000575,0,0,0,0,0,0,../meshes/L_link3.STL,0.84314,0.81569,0.75294,1,0,0,0,0,0,0,../meshes/L_link3.STL,,包胶轮urdf-2,l_3,3l,L_joint3,continuous,0,0.25,0.015,0,0,-1.5708,L_link2,0,0,1,100,1,-3.14,3.14,,,,,,,,
LLL_link2,0,0.070864,-0.0035025,0,0,0,0.057,9.7e-05,0,0,1e-8,0,9.7e-05,0,0,0,0,0,0,../meshes/LLL_link2.STL,0.77647,0.75686,0.73725,1,0,0,0,0,0,0,../meshes/LLL_link2.STL,,氮气弹簧BKB0.45系列-2;气簧转接-下-2,lll_2,2lll,LLL_joint2,continuous,-0.005,0.050754,-0.002,0,0,-0.72772,L_link2,0,0,1,100,1,-3.14,3.14
LLL_link1,0,0.049165,-0.0035738,0,0,0,0.035,3e-05,0,0,1e-8,0,3e-05,0,0,0,0,0,0,../meshes/LLL_link1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,../meshes/LLL_link1.STL,,气簧转接-上-2;氮气弹簧BKB0.45系列-杆-2,lll_1,1lll,LLL_jointt1,continuous,0.048559,0.01559,-0.002,0,0,0.056547,L_link1,0,0,1,100,1,-3.14,3.14
R_link1,-0.0033671,0.095035,0.0074867,0,0,0,0.161,0.000945,-2.2e-05,0,7.8e-05,0,0.001,0,0,0,0,0,0,../meshes/R_link1.STL,1,1,1,1,0,0,0,0,0,0,../meshes/R_link1.STL,,大腿摇杆镜像urdf-1,r_1,1r,R_joint1,continuous,0,-0.1828,0.00083241,3.14159265359,1.56619265359,-1.57079265359,base_link,0,0,-1,100,1,-3.14,3.14,,,,,,,,
R_link2,-8.3412e-05,0.15963,-0.011927,0,0,0,0.45,0.0049,-8.4e-05,0,0.000167,-0.000191,0.00496,0,0,0,0,0,0,../meshes/R_link2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,../meshes/R_link2.STL,,小腿大杆urdf-1,r_2,2r,R_jonit2,continuous,0,0.21,0,0,0,-2.3573,R_link1,0,0,-1,100,1,-3.14,3.14,,,,,,,,
R_link3,0,0,-0.020472,0,0,0,0.2,0.000296,0,0,0.000296,0,0.000575,0,0,0,0,0,0,../meshes/R_link3.STL,0.84314,0.81569,0.75294,1,0,0,0,0,0,0,../meshes/R_link3.STL,,包胶轮urdf-1,r_3,3r,R_joint3,continuous,0,0.25,-0.015,0,0,3.14158530718,R_link2,0,0,-1,100,1,-3.14,3.14,,,,,,,,
RRR_link2,0,0.070864,0.0035025,0,0,0,0.057,9.7e-05,0,0,1e-8,0,9.7e-05,0,0,0,0,0,0,../meshes/RRR_link2.STL,0.77647,0.75686,0.73725,1,0,0,0,0,0,0,../meshes/RRR_link2.STL,,氮气弹簧BKB0.45系列-1;气簧转接-下-1,rrr_2,2rrr,RRR_joint2,continuous,-0.005,0.050754,0.002,0,0,-0.72772,R_link2,0,0,-1,100,1,-3.14,3.14
